time_s,sport_x,sport_y,sport_z,sport_roll,sport_pitch,sport_yaw,sport_vx,sport_vy,sport_vz,sport_yaw_speed,body_height,mode,gait_type,error_code,odom_x,odom_y,odom_z,odom_roll,odom_pitch,odom_yaw,odom_vx,odom_vy,odom_vz,odom_wx,odom_wy,odom_wz
1779593377.618245,-0.129129,-0.019905,0.306632,-0.023835,0.004995,0.537763,-0.000000,-0.000000,0.000000,-0.011718,0.316235,0,0,100,-0.129129,-0.019905,0.306632,-0.023835,0.004995,0.537764,-0.000000,-0.000000,0.000000,-0.004261,0.006392,-0.011718
1779593377.620223,-0.129128,-0.019907,0.306632,-0.023836,0.004983,0.537750,-0.000000,-0.000000,0.000000,-0.003196,0.316232,0,0,100,-0.129129,-0.019905,0.306632,-0.023835,0.004995,0.537764,-0.000000,-0.000000,0.000000,-0.004261,0.006392,-0.011718
1779593377.624227,-0.129129,-0.019909,0.306632,-0.023830,0.004977,0.537732,-0.000000,-0.000000,0.000000,0.002131,0.316237,0,0,100,-0.129129,-0.019905,0.306632,-0.023835,0.004995,0.537764,-0.000000,-0.000000,0.000000,-0.004261,0.006392,-0.011718
1779593377.628232,-0.129116,-0.019904,0.306632,-0.023808,0.005000,0.537723,0.000000,-0.000000,-0.000000,-0.001065,0.316232,0,0,100,-0.129129,-0.019909,0.306632,-0.023830,0.004977,0.537733,-0.000000,-0.000000,0.000000,-0.004261,-0.009587,0.002131
1779593377.630357,-0.129117,-0.019907,0.306632,-0.023802,0.004998,0.537721,-0.000000,0.000000,-0.000000,-0.005326,0.316230,0,0,100,-0.129117,-0.019907,0.306632,-0.023802,0.004998,0.537722,-0.000000,0.000000,-0.000000,-0.003196,-0.008522,-0.005326
1779593377.634310,-0.129107,-0.019901,0.306632,-0.023796,0.005034,0.537692,0.000000,0.000000,-0.000000,-0.013848,0.316235,0,0,100,-0.129117,-0.019907,0.306632,-0.023802,0.004998,0.537722,-0.000000,0.000000,-0.000000,-0.003196,-0.008522,-0.005326
1779593377.636372,-0.129112,-0.019914,0.306632,-0.023789,0.005028,0.537694,-0.000000,-0.000000,-0.000000,0.000000,0.316236,0,0,100,-0.129112,-0.019914,0.306632,-0.023789,0.005028,0.537694,-0.000000,-0.000000,-0.000000,-0.003196,-0.014914,0.000000
1779593377.640234,-0.129100,-0.019908,0.306632,-0.023776,0.005054,0.537660,0.000000,-0.000000,-0.000000,-0.018109,0.316234,0,0,100,-0.129112,-0.019914,0.306632,-0.023789,0.005028,0.537694,-0.000000,-0.000000,-0.000000,-0.003196,-0.014914,0.000000
1779593377.644222,-0.129095,-0.019907,0.306632,-0.023794,0.005063,0.537632,0.000000,-0.000000,0.000000,-0.003196,0.316236,0,0,100,-0.129112,-0.019914,0.306632,-0.023789,0.005028,0.537694,-0.000000,-0.000000,-0.000000,-0.003196,-0.014914,0.000000
1779593377.648224,-0.129104,-0.019900,0.306632,-0.023813,0.005060,0.537605,-0.000000,0.000000,0.000000,-0.003196,0.316234,0,0,100,-0.129095,-0.019907,0.306632,-0.023794,0.005063,0.537633,0.000000,-0.000000,0.000000,-0.017044,0.000000,-0.003196
